book_id,book_series_number,book_title,book_author,book_year,sentence_page,sentence_id,sentence_number,sentence_text,sentence_sentiment_score,sentence_lda
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,17,7910,687,"Aber auch dieses kann hier nur im Rahmen einer ziemlich flÃ¼chtigen Untersuchung geschehen â als Versuch, eine normale Methode in den kunstwissenschaftlichen Forschungen zu finden und sie in der Anwendung zu prÃ¼fen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7911,688,Malerei In bezug auf analytische Untersuchungen nimmt die Malerei unter und andere anderen KÃ¼nsten merkwÃ¼rdigerweise eine Sonderstellung ein.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7912,689,"Die KÃ¼nste Architektur zum Beispiel, die naturgemÃ¤Ã mit praktischen Zwecken verbunden ist, muÃte von vornherein gewisse wissenschaftliche Kenntnisse haben.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7913,690,"Die Musik, die keine praktischen Zwecke hat (abgesehen von Marsch und Tanz) und die bis heute allein fÃ¼r abstrakte Werke geeignet war, hat lÃ¤ngst ihre Theorie, eine bis jetzt vielleicht etwas einseitige Wissenschaft, die sich aber in stÃ¤ndiger Entwicklung befindet.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7914,691,"So haben die beiden zueinander antipodisch liegenden KÃ¼nste eine wissenschaftliche Basis, und es wird kein AnstoÃ daran genommen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7915,692,"Wenn die anderen KÃ¼nste in dieser Beziehung mehr oder weniger zurÃ¼ckgeblieben sind, so ist der Grad dieser Unterschiede auf den Grad der Entwicklung jeder dieser KÃ¼nste zurÃ¼ckzufÃ¼hren.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7916,693,"Theorie Speziell die Malerei, die im Laufe der letzten Jahrzehnte einen tat- sÃ¤chlich mÃ¤rchenhaft gewaltigen Sprung geleistet hat, die aber von ihrem praktischen"" Sinn und von manchen ihrer frÃ¼heren Anwen- dungsfÃ¤higkeiten erst kÃ¼rzlich befreit wurde, ist zu einer Stufe emporgestiegen, die nach einer genauen, rein wissenschaftlichen PrÃ¼fung ihrer malerischen Mittel zu ihrem malerischen Zweck un- umgÃ¤nglich verlangt.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7917,694,"In dieser Richtung sind ohne diese PrÃ¼fung die weiteren Stufen nicht zu erreichen â weder fÃ¼r den KÃ¼nstler, noch fÃ¼r das Publikum"".",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7918,695,"Zu frÃ¼he- Es kann mit voller Sicherheit angenommen werden, daÃ die Malerei ren Zeiten ; di Beziehung nicht immer so hilflos war wie heute, daÃ gewisse n ese r theoretische Kenntnisse nicht bloÃ in bezug auf rein technische Fragen existierten, daÃ eine gewisse Kompositionslehre dem An- fÃ¤nger beigebracht werden konnte und wurde und daÃ speziell einige Kenntnisse Ã¼ber die Elemente, ihr Wesen und ihre Anwendung fÃ¼r den KÃ¼nstler eine allgemein bekannte Sache waren1.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7919,696,"), die auch erst vor kaum zwanzig Jahren in grÃ¶Ãerer FÃ¼lle 1 Z.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7920,697,"B. die kompositionelle Anwendung der drei primÃ¤ren FlÃ¤chen, als Grundlage der Konstruktion im Bild.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,13,7921,698,"Die Reste dieser Grundlage wurden in Kunstakademien noch vor kurzem verwendet, vielleicht auch noch heute.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,60,7922,699,"Es sei hier nur flÃ¼chtig bemerkt, daÃ man es in diesem Falle mit einer besonderen Eigenschaft der Linie zu tun hat â mit ihrer Kraft der FlÃ¤chenbildung.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,60,7923,700,"Hier Ã¤uÃert sich diese Kraft in derselben Art, wie eine Schaufel durch die Bewegung ihrer scharfen Linie auf der Erde eine FlÃ¤che erzeugt.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,60,7924,701,"Die Linie kann aber auch auf eine andere Art eine FlÃ¤che bilden, worÃ¼ber ich spÃ¤ter sprechen werde.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,60,7925,702,"Der Unterschied zwischen den Diagonalen und den Ã¼brigen diagonal- artigen Linien, die man mit Recht die freie n Gerade n nennen kÃ¶nnte, ist auch Temperaturunterschied, bei welchem die freien Geraden nie zu einem Gleichgewicht zwischen WÃ¤rme und KÃ¤lte gelangen kÃ¶nnen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,60,7926,703,Dabei kÃ¶nnen die freien Geraden auf einer gegebenen FlÃ¤che ent- weder mit gemeinsamem Zentrum (Fig.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,60,7927,704,"Di e freie n Gerade n (gleichgewichtslosen) : a) die zentralen, und b) die azentralen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7928,705,"Ï Der Grundunterschied ist der Zweck, oder â genauer gesagt â das Mittel zum Zweck, und der Zweck muÃ letzten Endes in der Kunst und in der Natur in bezug auf den Menschen derselbe sein.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7929,706,"Jeden- falls ist es weder hier, noch dort ratsam, die Schale fÃ¼r die NuÃ zu halten.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7930,707,"Was die Mittel anlangt, bewegen sich Kunst und Natur in bezug auf den Menschen auf verschiedenen Wegen, die weit voneinander entfernt sind, wenn sie auch zu eine m Punkt streben.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7931,708,"Jede Art Linie sucht nach geeigneten Ã¤uÃeren Mitteln, die ihr die jeweils nÃ¶tige Gestaltung ermÃ¶glichen â und zwar auf der all- gemein-Ã¶konomischen Basis: minimale Anstrengung zu maximalem Ergebnis.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7932,709,"Die im Abschnitt Ã¼ber den Punkt besprochenen Materialeigenschaf- Graphik ten der G r a Ï h i k"" beziehen sich im allgemeinen ebenso auf die Linie, die erste natÃ¼rliche Folge des Punktes ist: leichte Herstel- lung in der Radierung (besonders in der Ãtzung) bei tiefem Hinein- betten der Linie, sorgsame, schwierige Arbeit im Holzschnitt, leich- tes Auf-der-FlÃ¤che-Liegen in der Lithographie.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7933,710,"Die Reihenfolge ist: x. Holzschnitt â FlÃ¤che, als leichtestes Resultat, 2.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7934,711,So ungefÃ¤hr stuft sich das kÃ¼nstlerische Interesse fÃ¼r die Elemente und fÃ¼r die entsprechenden Verfahren ab.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,114,7935,712,"schÃ¶pferischen Gebieten die gleichen sind, und daÃ die Unterschiede sich erst im Aufbau zeigen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7936,713,"Nach einem lange Zeit andauernden Interesse fÃ¼r die Pinsel- maierei und nach der damit verbundenen UnterschÃ¤tzung (in vielen FÃ¤llen Verachtung) der graphischen Mittel erwacht plÃ¶tzlich die WertschÃ¤tzung des vergessenen, insbesondere des deutschen Holz - schnittes .",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7937,714,"Abgesehen von anderen GrÃ¼nden ist diese Tatsache mit der FlÃ¤che innerlich fest verbunden, die zu dieser Zeit eine scharfe Aufmerksamkeit beansprucht â FlÃ¤chenzeit der Kunst oder FlÃ¤chenkunst.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7938,715,"Die FlÃ¤che, das Hauptausdrucksmittel der damaligen Malerei, eroberte bald darauf die Plastik, die zur FlÃ¤chenplastik wurde.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7939,716,"Heute ist es klar, daÃ dieses â vor zirka 30 Jahren ent- standene â Entwicklungsstadium in der Malerei und fast zugleich in der Plastik ein damals unbewuÃter Anlauf zur Architektur war.",0.2,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7940,717,"Linie in der Es ist selbstverstÃ¤ndlich, daÃ die Malerei sich wieder mit ihrem Malereâ¢ anderen Hauptmittel â der Linie â befassen muÃte.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7941,718,"Das geschah (und geschieht noch) in der Form einer normalen Entwicklung der Ausdrucksmittel, einer ruhig vor sich gehenden Evolution, die zuerst als Revolution aufgefaÃt wurde, wie das von seiten vieler Theo- retiker noch heute getan wird, und zwar insbesondere gegenÃ¼ber der Verwendung der abstrakte n Linie in der Malerei.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7942,719,"Soweit die abstrakte Kunst von diesen Theoretikern anerkannt wird, be- urteilen sie die Verwendung der Linie in der Graphik gÃ¼nstig, beurteilen aber ihre Verwendung in der Malerei als ihrer Natur widersprechend, und deshalb als unerlaubt.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7943,720,"Auch dieser Fall ist fÃ¼r das Durcheinander der Begriffe als einleuchtendes Beispiel charak- teristisch: das, was sich leicht voneinander trennen lÃ¤Ãt, vonein- ander abgegliedert werden sollte, wird durcheinandergemengt (Kunst, Natur), und umgekehrt wird das ZusammengehÃ¶rende (in diesem Falle Malerei und Graphik) sorgfÃ¤ltig voneinander geschie- den.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7944,721,"Die Linie wird hier als ein graphisches"" Element taxiert, das bei malerischen"" Absichten nicht verwendet werden darf, obwohl ein Wesensunterschied zwischen Graphik"" und Malerei"" nicht 1 Ein Beispiel fÃ¼r den befruchtenden EinfluÃ der Malerei auf die anderen KÃ¼nste.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,115,7945,722,Eine Bearbeitung dieses Themas wÃ¼rde sicher zu Ã¼berraschenden Entdeckungen in der Entwicklungsgeschichte der sÃ¤mtlichen KÃ¼nste fÃ¼hren.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,71,7946,723,"Diese Gier wird aber dadurch gehemmt, daÃ der stumpfe Winkel nicht imstande ist, die ganze FlÃ¤che restlos zu zer- teilen: er geht 2mal hinein und lÃ¤Ãt einen Teil von goÂ° unerobert.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,71,7947,724,3 KlÃ¤nge Damit korrespondieren die drei verschiedenen KlÃ¤nge dieser drei Formen: Ã­.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,71,7948,725,"das Scharfe und HÃ¶chstaktive des inneren Gedankens (Vision), 2. das KÃ¼hle und Beherrschte der meisterhaften AusfÃ¼hrung (Ver- wirklichung), und 3. das unbefriedigte GefÃ¼hl und die Empfindung eigener SchwÃ¤che nach vollendeter Arbeit (bei KÃ¼nstlern Kater"" genannt).",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,71,7949,726,"Eckig e und Oben wurde von 4 rechten Winkeln gesprochen, die ein Quadrat Farb e bilden.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,71,7950,727,"Die ZusammenhÃ¤nge mit den malerischen Elementen kÃ¶nnen hier nur knapp erÃ¶rtert werden, aber doch kann die Parallele der Eckigen mit den Farben nicht unangedeutet bleiben.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,71,7951,728,"Das Kalt- warme des Quadrats und seine ausgesprochen flÃ¤chenartige Natur werden sofort Wegweiser zu Rot , das eine Mittelstufe zwischen Gelb und Blau darstellt und die kaltwarmen Eigenschaften in sich trÃ¤gt1.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,71,7952,729,"Wenn 2 solche Winkel mit ihren Ãffnungen aneinandergebracht werden, so er- zeugen sie ein gleichseitiges Dreieck â 3 scharfe, aktive Winkel â > S. Ãber das Geistige"", S. 83, mit Tabelle II und die Tabelle V. Grund- elemente"" im Bauhausbuch, Bauhaus-Verlag, 1923.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,79,7953,730,"Gegensat z in der Gebogenen den Gegensatz zur Geraden zu suchen: die Ent- In Linie stehung der Gebogenen und aus dieser Entstehung hervorgegangener Charakter, d. h. die volle Abwesenheit des Geraden, zwingt zur Be- hauptung : di e Gerade und die Gebogene bilden das ursprÃ¼ng- lich-gegensÃ¤tzlich e Linienpaar (Fig.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,94,7954,731,58 Der einfachste Fall ist die genaue Wiederholun g einer Geraden Wieder- in gleichen AbstÃ¤nden â der primitive Rhythmus (Fig.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,94,7955,732,"59), holung oder in AbstÃ¤nden, die gleichmÃ¤Ãig zunehmen (Fig.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,94,7956,733,"61 Die erste Art stellt eine Wiederholung vor, die in erster Linie die quantitativ e VerstÃ¤rkun g zum Zwecke hat, wie es z.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,94,7957,734,"In der zweiten Art tritt zu der quantitativen VerstÃ¤rkung ein Bei- klang des Qualitativen , was in der Musik ungefÃ¤hr als eine Wiederholung derselben Takte nach einer lÃ¤ngeren Unterbrechung",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,151,7958,735,"2. seine Pulsierung vernehmbar zu machen, und 3. das GesetzmÃ¤Ãige im Lebenden festzustellen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,151,7959,736,"SchluÃfolgerungen aus diesem Material zu ziehen, ist die Aufgabe der Philosophie, und ist eine im hÃ¶chsten Sinne synthetische Arbeit.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,6,7960,737,INHALT VORWORT 7 EINLEITUNG 9 PUNKT 17 LINIE 49 GRUNDFLÃCHE 107 ANHANG 141 REGISTER 193,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,81,7961,738,"Gegensatz Auch die Gerade trÃ¤gt neben ihren anderen Eigenschaften letzten in bezug Endes den â wenn auch tiefversteckten â Wunsch in sich, eine auf FlÃ¤che FlÃ¤che zur Welt zu bringen: sich in ein kompakteres, mehr in sich geschlossenes Wesen zu verwandeln.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,81,7962,739,"Die Gerade ist dazu imstande, wenn auch zum Unterschied der Gebogenen, die mit zwei KrÃ¤ften eine FlÃ¤che schaffen kann, hier fÃ¼r die FlÃ¤chenbildung drei StÃ¶Ãe notwendig sind.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,81,7963,740,"Vollkommene Abwesenheit von Geradem und von Winkligem auf der einen Seite, und auf der anderen Seite drei Gerade mit drei Winkeln â das sind die Merkmale der zwei primÃ¤ren, im grÃ¶Ãten Gegensatz zueinander stehenden FlÃ¤chen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,117,7964,741,"Die beiden Elemente â Kreuzungen, Zusam- menstellungen, die eine eigene Sprache"" bilden, die durch Worte nicht erreichbar ist.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,117,7965,742,"Das AusschlieÃen der Zutaten"", die den inneren Klang dieser Sprache dÃ¤mpfen und verdunkeln, verleiht dem male- rischen Ausdruck die hÃ¶chste Knappheit und die hÃ¶chste PrÃ¤zision.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,117,7966,743,"1 Es sei noch erwÃ¤hnt, daÃ die drei Verfahren einen sozialen Wert haben und mit sozialen Formen in Beziehung stehen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,117,7967,744,"Die Radierung ist gewiÃ aristokratischer Natur: sie kann nur wenige gute AbzÃ¼ge liefern, die auÃer- dem jedesmal anders ausfallen, so daÃ jeder Abzug ein Unikum ist.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,117,7968,745,"Die Lithographie dagegen ist imstande, fast unbeschrÃ¤nkt viele AbzÃ¼ge im schnellsten Tempo auf rein mechanischem Wege abzuwerfen, und nÃ¤hert sich durch die sich immer mehr entwickelnde Anwendung der Farbe dem handgemalten Bild, und erzeugt jedenfalls einen gewissen Ersatz fÃ¼r das Bild.",0.2,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,135,7969,746,"86 GegensÃ¤tze Es sind zwei Paare des Gegensatzes entstanden: Das erste Paar (I) ist ein Beispiel des hÃ¶chste n Gegen- satzes , da die Form links nach dem lockersten Wider- stand hin gerichtet ist, und die For m rechts nach dem hÃ¤rtesten.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,135,7970,747,"ÃuÃere In beiden FÃ¤llen befinden sich die Formen in einem parallelen Ver- Parallele hÃ¤ltnis zu der GF, was hier eine Ã¤uÃer e ParallelitÃ¤t dar- stellt, weil hier die Ã¤uÃeren Grenzen der GF zur Basis genommen wurden, und nicht die innere Spannung der GF.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,135,7971,748,"Eine elementare Zusammenstellung mit der inneren Spannung er- fordert die diagonale Richtung, wodurch wieder zwei Paare des 124 Gegensatzes zustande kommen:",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,42,7972,749,"1 DaÃ der Punkt auch auf einige Musiker eine mehr oder weniger bewuÃte, aber doch eine anziehende Kraft ausÃ¼bte, die im inneren Wesen des Punktes sich deutlich erkennen lÃ¤Ãt, geht klar aus den Zwangsvorstellungen"" Bruck- ners hervor, Zwangsvorstellungen, deren inneren Inhalt mancher unter der sichtbaren OberflÃ¤che zu sehen verstand: War dies (Bewundern von Punk- ten bei Unterschriften und auf TÃ¼rtafeln) zwangsartige Verkrampfung, dann scheint es doch kein Irrgeist gewesen zu sein, der sich in die Punkte ver- bohrte; kennt man Bruckners Wesensart, ganz besonders die Weise, wie er nach Erkenntnissen (auch in seinen musiktheoretischen Studien) suchte, so scheint in der Hingezogenheit zur schwindenden Ureinheit aller rÃ¤um- licher Ausdehnung eine psychologische Bedeutung zu liegen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,42,7973,750,"Er suchte letzte Innenpunkte im Grunde Ã¼berall; aus ihnen erflossen ihm die unendlichen GrÃ¶Ãen, und in ihnen wies es zum ersten Element zurÃ¼ck.""",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,70,7974,751,"Sie Dreiklang kÃ¶nnen aber auch einzeln oder zu zwei gebraucht werden, was von der Gesamtkonstruktion abhÃ¤ngt: vollkommen kÃ¶nnen alle drei KlÃ¤nge nicht ausgeschaltet werden, wobei aber dieser oder jener die anderen in solchem MaÃe Ã¼berklingen kann, daÃ die Ã¼brigen kaum mehr gehÃ¶rt werden.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,70,7975,752,"Die Ãberschreitung des Rechten fÃ¼hrt zur AbschwÃ¤chung der Span- nung nach vorne, die Lust zur Eroberung der FlÃ¤che wÃ¤chst dem- 65 Kandinsky.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,51,7976,753,"der malerischen Mittel bestehen, die unendlich mehr FakturmÃ¶glich- keiten bieten als das enge Gebiet der Graphik.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,51,7977,754,Aber auch auf diesem engen Gebiete behalten die Fragen der Faktur ihre volle Bedeutung.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,51,7978,755,"Die Faktur ist ein Mittel zum Zweck und muÃ als, solches aufgefaÃt und angewendet werden.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,51,7979,756,"Worten: die Faktur darf nicht als Selbstzweck fungieren, sie muÃ dem Kompositionsgedanken (Zweck) ebenso dienen, wie jedes andere Element (Mittel).",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,39,7980,757,"Schon in der alten Ballettfor m gab es Pointen"" â eine ter- minologische Bezeichnung, die von point"" abstammen muÃ.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,39,7981,758,"Die HochsprÃ¼nge in dem neuenTanz kÃ¶nnen in einigen FÃ¤llen dem klassischen"" Balletthochsprung in dem Sinne entgegengestellt werden, daÃ der ehemalige Sprung eine gerade Vertikale bildete, wogegen der moderne"" Sprung manch- mal eine fÃ¼nfeckige FlÃ¤che mit fÃ¼nf Spitzen bildet â Kopf, zwei HÃ¤nde, zwei FuÃspitzen, wobei die zehn Finger zehn kleinere Punkte bilden (z.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,39,7982,759,"Also aktive und passive Punktierung, was in Zusammenhang mit der musikalischen Form des Punktes steht.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,88,7983,760,"Bei den gebrachten Beispielen fÃ¼hren zweierlei UmstÃ¤nde zum Ergebnis: 1.die Kombination des aktiven und des passiven Druckes, Wirkungen 2. die Mitwirkung des Richtungsklanges.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7984,761,"Aber trotzdem bieten diese Experimente und diese Beobachtungen das einzige Mittel, auf den Grund der malerischen Wesen zu kommen, die sich in den Dienst kompositio- neller Zwecke stellen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7985,762,Sie hat damit trotz Ã¼bertriebener Einseitigkeit eine zunÃ¤chst Ã¤uÃere Ordnung geschaffen und dringt damit noch heute mit Hilfe der spitzen Analyse zu primÃ¤ren Elementen durch.,0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7986,763,"Auf solche Art hat sie letzten Endes ein reiches, geordnetes Material der Philosophie vorgelegt, was frÃ¼her oder spÃ¤ter bestimmt zu synthe- tischen Ergebnissen fÃ¼hren wird.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7987,764,"Denselben Weg muÃ die Kunst- Wissenschaft beschreiten, wobei sie aber schon von Anfang an das ÃuÃere mit dem Inneren verbinden soll.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7988,765,"Bei dem allmÃ¤hlichen Ubergang von der Horizontalen zu den freien Lyrik und Azentralen verwandelt sich ebenso allmÃ¤hlich die kalte Lyrik zu Dramatik einer immer wÃ¤rmeren, bis sie schlieÃlich einen gewissen Bei- geschmack des Dramatischen erhÃ¤lt.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7989,766,"Das Lyrische bleibt aber trotz- dem Ã¼berwiegend â das ganze Gebiet der Geraden ist lyrisch, was sich durch das Einwirken einer einzigen Kraft von auÃen erklÃ¤ren lÃ¤Ãt.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7990,767,"die beiden KrÃ¤fte lÃ¶sen sich ab abwechselnde Wirkung, 2. die beiden KrÃ¤fte wirken zusammen gleichzeitige Wirkung.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,66,7991,768,"Dementsprechend steigt die Dramatisierung, bis endlich rein-drama- tische Linien zustande kommen.",0.0,
19,09,Punkt und Linie zu Fläche Beitrag zur Analyse der malerischen Elemente,Wassily Kandinsky,1926,107,7992,769,"Dieser Standpunkt ist bis heute ausschlieÃlich in der abstrak- te n Kunst deutlich geworden, die ihre Rechte und Pflichten erkannt hat und sichnicht mehr auf die Ã¤uÃere Schale der Naturerscheinungen stÃ¼tzt.",0.0,
